timestamp,is_anomaly,incident_id,phase
2026-05-29T05:24:14Z,0,,normal
2026-05-29T05:24:19Z,0,,normal
2026-05-29T05:24:24Z,0,,normal
2026-05-29T05:24:29Z,0,,normal
2026-05-29T05:24:34Z,0,,normal
2026-05-29T05:24:39Z,0,,normal
2026-05-29T05:24:44Z,0,,normal
2026-05-29T05:24:49Z,0,,normal
2026-05-29T05:24:54Z,0,,normal
2026-05-29T05:24:59Z,0,,normal
2026-05-29T05:25:04Z,0,,normal
2026-05-29T05:25:09Z,0,,normal
2026-05-29T05:25:14Z,0,,normal
2026-05-29T05:25:19Z,0,,normal
2026-05-29T05:25:24Z,0,,normal
2026-05-29T05:25:29Z,0,,normal
2026-05-29T05:25:34Z,0,,normal
2026-05-29T05:25:39Z,0,,normal
2026-05-29T05:25:44Z,0,,normal
2026-05-29T05:25:49Z,0,,normal
2026-05-29T05:25:54Z,0,,normal
2026-05-29T05:25:59Z,0,,normal
2026-05-29T05:26:04Z,0,,normal
2026-05-29T05:26:09Z,0,,normal
2026-05-29T05:26:14Z,0,,normal
2026-05-29T05:26:19Z,0,,normal
2026-05-29T05:26:24Z,0,,normal
2026-05-29T05:26:29Z,0,,normal
2026-05-29T05:26:34Z,0,,normal
2026-05-29T05:26:39Z,0,,normal
2026-05-29T05:26:44Z,0,,normal
2026-05-29T05:26:49Z,0,,normal
2026-05-29T05:26:54Z,0,,normal
2026-05-29T05:26:59Z,0,,normal
2026-05-29T05:27:04Z,0,,normal
2026-05-29T05:27:09Z,0,,normal
2026-05-29T05:27:14Z,0,,normal
2026-05-29T05:27:19Z,0,,normal
2026-05-29T05:27:24Z,0,,normal
2026-05-29T05:27:29Z,0,,normal
2026-05-29T05:27:34Z,0,,normal
2026-05-29T05:27:39Z,0,,normal
2026-05-29T05:27:44Z,0,,normal
2026-05-29T05:27:49Z,0,,normal
2026-05-29T05:27:54Z,0,,normal
2026-05-29T05:27:59Z,0,,normal
2026-05-29T05:28:04Z,0,,normal
2026-05-29T05:28:09Z,0,,normal
2026-05-29T05:28:14Z,0,,normal
2026-05-29T05:28:19Z,0,,normal
2026-05-29T05:28:24Z,0,,normal
2026-05-29T05:28:29Z,0,,normal
2026-05-29T05:28:34Z,0,,normal
2026-05-29T05:28:39Z,0,,normal
2026-05-29T05:28:44Z,0,,normal
2026-05-29T05:28:49Z,0,,normal
2026-05-29T05:28:54Z,0,,normal
2026-05-29T05:28:59Z,0,,normal
2026-05-29T05:29:04Z,0,,normal
2026-05-29T05:29:09Z,0,,normal
2026-05-29T05:29:14Z,0,,normal
2026-05-29T05:29:19Z,1,online_boutique_rca_1/INC-001,fault_effect
2026-05-29T05:29:24Z,1,online_boutique_rca_1/INC-001,fault_effect
2026-05-29T05:29:29Z,1,online_boutique_rca_1/INC-001,fault_effect
2026-05-29T05:29:34Z,1,online_boutique_rca_1/INC-001,fault_effect
2026-05-29T05:29:39Z,1,online_boutique_rca_1/INC-001,fault_effect
2026-05-29T05:29:44Z,1,online_boutique_rca_1/INC-001,fault_effect
2026-05-29T05:29:49Z,1,online_boutique_rca_1/INC-001,fault_effect
2026-05-29T05:29:54Z,1,online_boutique_rca_1/INC-001,fault_effect
2026-05-29T05:29:59Z,1,online_boutique_rca_1/INC-001,fault_effect
2026-05-29T05:30:04Z,1,online_boutique_rca_1/INC-001,fault_effect
2026-05-29T05:30:09Z,1,online_boutique_rca_1/INC-001,fault_effect
2026-05-29T05:30:14Z,1,online_boutique_rca_1/INC-001,fault_effect
2026-05-29T05:30:19Z,0,,normal
2026-05-29T05:30:24Z,0,,normal
2026-05-29T05:30:29Z,0,,normal
2026-05-29T05:30:34Z,0,,normal
2026-05-29T05:30:39Z,0,,normal
2026-05-29T05:30:44Z,0,,normal
2026-05-29T05:30:49Z,0,,normal
2026-05-29T05:30:54Z,0,,normal
2026-05-29T05:30:59Z,0,,normal
2026-05-29T05:31:04Z,0,,normal
2026-05-29T05:31:09Z,0,,normal
2026-05-29T05:31:14Z,0,,normal
2026-05-29T05:31:19Z,0,,normal
2026-05-29T05:31:24Z,0,,normal
2026-05-29T05:31:29Z,0,,normal
2026-05-29T05:31:34Z,0,,normal
2026-05-29T05:31:39Z,0,,normal
2026-05-29T05:31:44Z,0,,normal
2026-05-29T05:31:49Z,0,,normal
2026-05-29T05:31:54Z,0,,normal
2026-05-29T05:31:59Z,0,,normal
2026-05-29T05:32:04Z,0,,normal
2026-05-29T05:32:09Z,0,,normal
2026-05-29T05:32:14Z,0,,normal
2026-05-29T05:32:19Z,0,,normal
2026-05-29T05:32:24Z,0,,normal
2026-05-29T05:32:29Z,0,,normal
2026-05-29T05:32:34Z,0,,normal
2026-05-29T05:32:39Z,0,,normal
2026-05-29T05:32:44Z,0,,normal
2026-05-29T05:32:49Z,0,,normal
2026-05-29T05:32:54Z,0,,normal
2026-05-29T05:32:59Z,0,,normal
2026-05-29T05:33:04Z,0,,normal
2026-05-29T05:33:09Z,0,,normal
2026-05-29T05:33:14Z,0,,normal
2026-05-29T05:33:19Z,0,,normal
2026-05-29T05:33:24Z,0,,normal
2026-05-29T05:33:29Z,0,,normal
2026-05-29T05:33:34Z,0,,normal
2026-05-29T05:33:39Z,0,,normal
2026-05-29T05:33:44Z,0,,normal
2026-05-29T05:33:49Z,0,,normal
2026-05-29T05:33:54Z,0,,normal
2026-05-29T05:33:59Z,1,online_boutique_rca_1/INC-002,fault_effect
2026-05-29T05:34:04Z,1,online_boutique_rca_1/INC-002,fault_effect
2026-05-29T05:34:09Z,1,online_boutique_rca_1/INC-002,fault_effect
2026-05-29T05:34:14Z,1,online_boutique_rca_1/INC-002,fault_effect
2026-05-29T05:34:19Z,1,online_boutique_rca_1/INC-002,fault_effect
2026-05-29T05:34:24Z,1,online_boutique_rca_1/INC-002,fault_effect
2026-05-29T05:34:29Z,1,online_boutique_rca_1/INC-002,fault_effect
2026-05-29T05:34:34Z,1,online_boutique_rca_1/INC-002,fault_effect
2026-05-29T05:34:39Z,1,online_boutique_rca_1/INC-002,fault_effect
2026-05-29T05:34:44Z,1,online_boutique_rca_1/INC-002,fault_effect
2026-05-29T05:34:49Z,1,online_boutique_rca_1/INC-002,fault_effect
2026-05-29T05:34:54Z,1,online_boutique_rca_1/INC-002,fault_effect
2026-05-29T05:34:59Z,0,,normal
2026-05-29T05:35:04Z,0,,normal
2026-05-29T05:35:09Z,0,,normal
2026-05-29T05:35:14Z,0,,normal
2026-05-29T05:35:19Z,0,,normal
2026-05-29T05:35:24Z,0,,normal
2026-05-29T05:35:29Z,0,,normal
2026-05-29T05:35:34Z,0,,normal
2026-05-29T05:35:39Z,0,,normal
2026-05-29T05:35:44Z,0,,normal
2026-05-29T05:35:49Z,0,,normal
2026-05-29T05:35:54Z,0,,normal
2026-05-29T05:35:59Z,0,,normal
2026-05-29T05:36:04Z,0,,normal
2026-05-29T05:36:09Z,0,,normal
2026-05-29T05:36:14Z,0,,normal
2026-05-29T05:36:19Z,0,,normal
2026-05-29T05:36:24Z,0,,normal
2026-05-29T05:36:29Z,0,,normal
2026-05-29T05:36:34Z,0,,normal
2026-05-29T05:36:39Z,0,,normal
2026-05-29T05:36:44Z,0,,normal
2026-05-29T05:36:49Z,0,,normal
2026-05-29T05:36:54Z,0,,normal
2026-05-29T05:36:59Z,0,,normal
2026-05-29T05:37:04Z,0,,normal
2026-05-29T05:37:09Z,0,,normal
2026-05-29T05:37:14Z,0,,normal
2026-05-29T05:37:19Z,0,,normal
2026-05-29T05:37:24Z,0,,normal
2026-05-29T05:37:29Z,0,,normal
2026-05-29T05:37:34Z,0,,normal
2026-05-29T05:37:39Z,0,,normal
