timestamp,is_anomaly,incident_id,phase
2026-05-30T15:02:13Z,0,,normal
2026-05-30T15:02:18Z,0,,normal
2026-05-30T15:02:23Z,0,,normal
2026-05-30T15:02:28Z,0,,normal
2026-05-30T15:02:33Z,0,,normal
2026-05-30T15:02:38Z,0,,normal
2026-05-30T15:02:43Z,0,,normal
2026-05-30T15:02:48Z,0,,normal
2026-05-30T15:02:53Z,0,,normal
2026-05-30T15:02:58Z,0,,normal
2026-05-30T15:03:03Z,0,,normal
2026-05-30T15:03:08Z,0,,normal
2026-05-30T15:03:13Z,0,,normal
2026-05-30T15:03:18Z,0,,normal
2026-05-30T15:03:23Z,0,,normal
2026-05-30T15:03:28Z,0,,normal
2026-05-30T15:03:33Z,0,,normal
2026-05-30T15:03:38Z,0,,normal
2026-05-30T15:03:43Z,0,,normal
2026-05-30T15:03:48Z,0,,normal
2026-05-30T15:03:53Z,0,,normal
2026-05-30T15:03:58Z,0,,normal
2026-05-30T15:04:03Z,0,,normal
2026-05-30T15:04:08Z,0,,normal
2026-05-30T15:04:13Z,0,,normal
2026-05-30T15:04:18Z,0,,normal
2026-05-30T15:04:23Z,0,,normal
2026-05-30T15:04:28Z,0,,normal
2026-05-30T15:04:33Z,0,,normal
2026-05-30T15:04:38Z,0,,normal
2026-05-30T15:04:43Z,0,,normal
2026-05-30T15:04:48Z,0,,normal
2026-05-30T15:04:53Z,0,,normal
2026-05-30T15:04:58Z,0,,normal
2026-05-30T15:05:03Z,0,,normal
2026-05-30T15:05:08Z,0,,normal
2026-05-30T15:05:13Z,0,,normal
2026-05-30T15:05:18Z,0,,normal
2026-05-30T15:05:23Z,0,,normal
2026-05-30T15:05:28Z,0,,normal
2026-05-30T15:05:33Z,0,,normal
2026-05-30T15:05:38Z,0,,normal
2026-05-30T15:05:43Z,0,,normal
2026-05-30T15:05:48Z,0,,normal
2026-05-30T15:05:53Z,0,,normal
2026-05-30T15:05:58Z,0,,normal
2026-05-30T15:06:03Z,0,,normal
2026-05-30T15:06:08Z,0,,normal
2026-05-30T15:06:13Z,0,,normal
2026-05-30T15:06:18Z,0,,normal
2026-05-30T15:06:23Z,0,,normal
2026-05-30T15:06:28Z,0,,normal
2026-05-30T15:06:33Z,0,,normal
2026-05-30T15:06:38Z,0,,normal
2026-05-30T15:06:43Z,0,,normal
2026-05-30T15:06:48Z,0,,normal
2026-05-30T15:06:53Z,0,,normal
2026-05-30T15:06:58Z,0,,normal
2026-05-30T15:07:03Z,0,,normal
2026-05-30T15:07:08Z,0,,normal
2026-05-30T15:07:13Z,0,,normal
2026-05-30T15:07:18Z,1,INC-001,fault_effect
2026-05-30T15:07:23Z,1,INC-001,fault_effect
2026-05-30T15:07:28Z,1,INC-001,fault_effect
2026-05-30T15:07:33Z,1,INC-001,fault_effect
2026-05-30T15:07:38Z,1,INC-001,fault_effect
2026-05-30T15:07:43Z,1,INC-001,fault_effect
2026-05-30T15:07:48Z,1,INC-001,fault_effect
2026-05-30T15:07:53Z,1,INC-001,fault_effect
2026-05-30T15:07:58Z,1,INC-001,fault_effect
2026-05-30T15:08:03Z,1,INC-001,fault_effect
2026-05-30T15:08:08Z,1,INC-001,fault_effect
2026-05-30T15:08:13Z,1,INC-001,fault_effect
2026-05-30T15:08:18Z,0,,normal
2026-05-30T15:08:23Z,0,,normal
2026-05-30T15:08:28Z,0,,normal
2026-05-30T15:08:33Z,0,,normal
2026-05-30T15:08:38Z,0,,normal
2026-05-30T15:08:43Z,0,,normal
2026-05-30T15:08:48Z,0,,normal
2026-05-30T15:08:53Z,0,,normal
2026-05-30T15:08:58Z,0,,normal
2026-05-30T15:09:03Z,0,,normal
2026-05-30T15:09:08Z,0,,normal
2026-05-30T15:09:13Z,0,,normal
