timestamp,incident_id,phase
2026-05-30T10:29:26Z,,normal
2026-05-30T10:29:31Z,,normal
2026-05-30T10:29:36Z,,normal
2026-05-30T10:29:41Z,,normal
2026-05-30T10:29:46Z,,normal
2026-05-30T10:29:51Z,,normal
2026-05-30T10:29:56Z,,normal
2026-05-30T10:30:01Z,,normal
2026-05-30T10:30:06Z,,normal
2026-05-30T10:30:11Z,,normal
2026-05-30T10:30:16Z,,normal
2026-05-30T10:30:21Z,,normal
2026-05-30T10:30:26Z,,normal
2026-05-30T10:30:31Z,,normal
2026-05-30T10:30:36Z,,normal
2026-05-30T10:30:41Z,,normal
2026-05-30T10:30:46Z,,normal
2026-05-30T10:30:51Z,,normal
2026-05-30T10:30:56Z,,normal
2026-05-30T10:31:01Z,,normal
2026-05-30T10:31:06Z,,normal
2026-05-30T10:31:11Z,,normal
2026-05-30T10:31:16Z,,normal
2026-05-30T10:31:21Z,,normal
2026-05-30T10:31:26Z,,normal
2026-05-30T10:31:31Z,,normal
2026-05-30T10:31:36Z,,normal
2026-05-30T10:31:41Z,,normal
2026-05-30T10:31:46Z,,normal
2026-05-30T10:31:51Z,,normal
2026-05-30T10:31:56Z,,normal
2026-05-30T10:32:01Z,,normal
2026-05-30T10:32:06Z,,normal
2026-05-30T10:32:11Z,,normal
2026-05-30T10:32:16Z,,normal
2026-05-30T10:32:21Z,,normal
2026-05-30T10:32:26Z,,normal
2026-05-30T10:32:31Z,,normal
2026-05-30T10:32:36Z,,normal
2026-05-30T10:32:41Z,,normal
2026-05-30T10:32:46Z,,normal
2026-05-30T10:32:51Z,,normal
2026-05-30T10:32:56Z,,normal
2026-05-30T10:33:01Z,,normal
2026-05-30T10:33:06Z,,normal
2026-05-30T10:33:11Z,,normal
2026-05-30T10:33:16Z,,normal
2026-05-30T10:33:21Z,,normal
2026-05-30T10:33:26Z,,normal
2026-05-30T10:33:31Z,,normal
2026-05-30T10:33:36Z,,normal
2026-05-30T10:33:41Z,,normal
2026-05-30T10:33:46Z,,normal
2026-05-30T10:33:51Z,,normal
2026-05-30T10:33:56Z,,normal
2026-05-30T10:34:01Z,,normal
2026-05-30T10:34:06Z,,normal
2026-05-30T10:34:11Z,,normal
2026-05-30T10:34:16Z,,normal
2026-05-30T10:34:21Z,,normal
2026-05-30T10:34:26Z,,normal
2026-05-30T10:34:31Z,INC-001,fault_effect
2026-05-30T10:34:36Z,INC-001,fault_effect
2026-05-30T10:34:41Z,INC-001,fault_effect
2026-05-30T10:34:46Z,INC-001,fault_effect
2026-05-30T10:34:51Z,INC-001,fault_effect
2026-05-30T10:34:56Z,INC-001,fault_effect
2026-05-30T10:35:01Z,INC-001,fault_effect
2026-05-30T10:35:06Z,INC-001,fault_effect
2026-05-30T10:35:11Z,INC-001,fault_effect
2026-05-30T10:35:16Z,INC-001,fault_effect
2026-05-30T10:35:21Z,INC-001,fault_effect
2026-05-30T10:35:26Z,INC-001,fault_effect
2026-05-30T10:35:31Z,,normal
2026-05-30T10:35:36Z,,normal
2026-05-30T10:35:41Z,,normal
2026-05-30T10:35:46Z,,normal
2026-05-30T10:35:51Z,,normal
2026-05-30T10:35:56Z,,normal
2026-05-30T10:36:01Z,,normal
2026-05-30T10:36:06Z,,normal
2026-05-30T10:36:11Z,,normal
2026-05-30T10:36:16Z,,normal
2026-05-30T10:36:21Z,,normal
2026-05-30T10:36:26Z,,normal
2026-05-30T10:36:31Z,,normal
2026-05-30T10:36:36Z,,normal
2026-05-30T10:36:41Z,,normal
2026-05-30T10:36:46Z,,normal
2026-05-30T10:36:51Z,,normal
2026-05-30T10:36:56Z,,normal
2026-05-30T10:37:01Z,,normal
2026-05-30T10:37:06Z,,normal
2026-05-30T10:37:11Z,,normal
