timestamp,incident_id,phase
2026-05-30T12:55:57Z,,normal
2026-05-30T12:56:02Z,,normal
2026-05-30T12:56:07Z,,normal
2026-05-30T12:56:12Z,,normal
2026-05-30T12:56:17Z,,normal
2026-05-30T12:56:22Z,,normal
2026-05-30T12:56:27Z,,normal
2026-05-30T12:56:32Z,,normal
2026-05-30T12:56:37Z,,normal
2026-05-30T12:56:42Z,,normal
2026-05-30T12:56:47Z,,normal
2026-05-30T12:56:52Z,,normal
2026-05-30T12:56:57Z,,normal
2026-05-30T12:57:02Z,,normal
2026-05-30T12:57:07Z,,normal
2026-05-30T12:57:12Z,,normal
2026-05-30T12:57:17Z,,normal
2026-05-30T12:57:22Z,,normal
2026-05-30T12:57:27Z,,normal
2026-05-30T12:57:32Z,,normal
2026-05-30T12:57:37Z,,normal
2026-05-30T12:57:42Z,,normal
2026-05-30T12:57:47Z,,normal
2026-05-30T12:57:52Z,,normal
2026-05-30T12:57:57Z,,normal
2026-05-30T12:58:02Z,,normal
2026-05-30T12:58:07Z,,normal
2026-05-30T12:58:12Z,,normal
2026-05-30T12:58:17Z,,normal
2026-05-30T12:58:22Z,,normal
2026-05-30T12:58:27Z,,normal
2026-05-30T12:58:32Z,,normal
2026-05-30T12:58:37Z,,normal
2026-05-30T12:58:42Z,,normal
2026-05-30T12:58:47Z,,normal
2026-05-30T12:58:52Z,,normal
2026-05-30T12:58:57Z,,normal
2026-05-30T12:59:02Z,,normal
2026-05-30T12:59:07Z,,normal
2026-05-30T12:59:12Z,,normal
2026-05-30T12:59:17Z,,normal
2026-05-30T12:59:22Z,,normal
2026-05-30T12:59:27Z,,normal
2026-05-30T12:59:32Z,,normal
2026-05-30T12:59:37Z,,normal
2026-05-30T12:59:42Z,,normal
2026-05-30T12:59:47Z,,normal
2026-05-30T12:59:52Z,,normal
2026-05-30T12:59:57Z,,normal
2026-05-30T13:00:02Z,,normal
2026-05-30T13:00:07Z,,normal
2026-05-30T13:00:12Z,,normal
2026-05-30T13:00:17Z,,normal
2026-05-30T13:00:22Z,,normal
2026-05-30T13:00:27Z,,normal
2026-05-30T13:00:32Z,,normal
2026-05-30T13:00:37Z,,normal
2026-05-30T13:00:42Z,,normal
2026-05-30T13:00:47Z,,normal
2026-05-30T13:00:52Z,,normal
2026-05-30T13:00:57Z,,normal
2026-05-30T13:01:02Z,INC-001,fault_effect
2026-05-30T13:01:07Z,INC-001,fault_effect
2026-05-30T13:01:12Z,INC-001,fault_effect
2026-05-30T13:01:17Z,INC-001,fault_effect
2026-05-30T13:01:22Z,INC-001,fault_effect
2026-05-30T13:01:27Z,INC-001,fault_effect
2026-05-30T13:01:32Z,INC-001,fault_effect
2026-05-30T13:01:37Z,INC-001,fault_effect
2026-05-30T13:01:42Z,INC-001,fault_effect
2026-05-30T13:01:47Z,INC-001,fault_effect
2026-05-30T13:01:52Z,INC-001,fault_effect
2026-05-30T13:01:57Z,INC-001,fault_effect
2026-05-30T13:02:02Z,,normal
2026-05-30T13:02:07Z,,normal
2026-05-30T13:02:12Z,,normal
2026-05-30T13:02:17Z,,normal
2026-05-30T13:02:22Z,,normal
2026-05-30T13:02:27Z,,normal
2026-05-30T13:02:32Z,,normal
2026-05-30T13:02:37Z,,normal
2026-05-30T13:02:42Z,,normal
2026-05-30T13:02:47Z,,normal
2026-05-30T13:02:52Z,,normal
2026-05-30T13:02:57Z,,normal
2026-05-30T13:03:02Z,,normal
2026-05-30T13:03:07Z,,normal
2026-05-30T13:03:12Z,,normal
2026-05-30T13:03:17Z,,normal
2026-05-30T13:03:22Z,,normal
2026-05-30T13:03:27Z,,normal
2026-05-30T13:03:32Z,,normal
2026-05-30T13:03:37Z,,normal
2026-05-30T13:03:42Z,,normal
2026-05-30T13:03:47Z,,normal
2026-05-30T13:03:52Z,,normal
2026-05-30T13:03:57Z,,normal
2026-05-30T13:04:02Z,,normal
2026-05-30T13:04:07Z,,normal
2026-05-30T13:04:12Z,,normal
2026-05-30T13:04:17Z,,normal
2026-05-30T13:04:22Z,,normal
2026-05-30T13:04:27Z,,normal
2026-05-30T13:04:32Z,,normal
2026-05-30T13:04:37Z,,normal
2026-05-30T13:04:42Z,,normal
2026-05-30T13:04:47Z,,normal
2026-05-30T13:04:52Z,,normal
2026-05-30T13:04:57Z,,normal
2026-05-30T13:05:02Z,,normal
2026-05-30T13:05:07Z,,normal
2026-05-30T13:05:12Z,,normal
