timestamp,incident_id,phase
2026-05-30T06:40:47Z,,normal
2026-05-30T06:40:52Z,,normal
2026-05-30T06:40:57Z,,normal
2026-05-30T06:41:02Z,,normal
2026-05-30T06:41:07Z,,normal
2026-05-30T06:41:12Z,,normal
2026-05-30T06:41:17Z,,normal
2026-05-30T06:41:22Z,,normal
2026-05-30T06:41:27Z,,normal
2026-05-30T06:41:32Z,,normal
2026-05-30T06:41:37Z,,normal
2026-05-30T06:41:42Z,,normal
2026-05-30T06:41:47Z,,normal
2026-05-30T06:41:52Z,,normal
2026-05-30T06:41:57Z,,normal
2026-05-30T06:42:02Z,,normal
2026-05-30T06:42:07Z,,normal
2026-05-30T06:42:12Z,,normal
2026-05-30T06:42:17Z,,normal
2026-05-30T06:42:22Z,,normal
2026-05-30T06:42:27Z,,normal
2026-05-30T06:42:32Z,,normal
2026-05-30T06:42:37Z,,normal
2026-05-30T06:42:42Z,,normal
2026-05-30T06:42:47Z,,normal
2026-05-30T06:42:52Z,,normal
2026-05-30T06:42:57Z,,normal
2026-05-30T06:43:02Z,,normal
2026-05-30T06:43:07Z,,normal
2026-05-30T06:43:12Z,,normal
2026-05-30T06:43:17Z,,normal
2026-05-30T06:43:22Z,,normal
2026-05-30T06:43:27Z,,normal
2026-05-30T06:43:32Z,,normal
2026-05-30T06:43:37Z,,normal
2026-05-30T06:43:42Z,,normal
2026-05-30T06:43:47Z,,normal
2026-05-30T06:43:52Z,,normal
2026-05-30T06:43:57Z,,normal
2026-05-30T06:44:02Z,,normal
2026-05-30T06:44:07Z,,normal
2026-05-30T06:44:12Z,,normal
2026-05-30T06:44:17Z,,normal
2026-05-30T06:44:22Z,,normal
2026-05-30T06:44:27Z,,normal
2026-05-30T06:44:32Z,,normal
2026-05-30T06:44:37Z,,normal
2026-05-30T06:44:42Z,,normal
2026-05-30T06:44:47Z,,normal
2026-05-30T06:44:52Z,,normal
2026-05-30T06:44:57Z,,normal
2026-05-30T06:45:02Z,,normal
2026-05-30T06:45:07Z,,normal
2026-05-30T06:45:12Z,,normal
2026-05-30T06:45:17Z,,normal
2026-05-30T06:45:22Z,,normal
2026-05-30T06:45:27Z,,normal
2026-05-30T06:45:32Z,,normal
2026-05-30T06:45:37Z,,normal
2026-05-30T06:45:42Z,,normal
2026-05-30T06:45:47Z,,normal
2026-05-30T06:45:52Z,INC-001,fault_effect
2026-05-30T06:45:57Z,INC-001,fault_effect
2026-05-30T06:46:02Z,INC-001,fault_effect
2026-05-30T06:46:07Z,INC-001,fault_effect
2026-05-30T06:46:12Z,INC-001,fault_effect
2026-05-30T06:46:17Z,INC-001,fault_effect
2026-05-30T06:46:22Z,INC-001,fault_effect
2026-05-30T06:46:27Z,INC-001,fault_effect
2026-05-30T06:46:32Z,INC-001,fault_effect
2026-05-30T06:46:37Z,INC-001,fault_effect
2026-05-30T06:46:42Z,INC-001,fault_effect
2026-05-30T06:46:47Z,,normal
2026-05-30T06:46:52Z,,normal
2026-05-30T06:46:57Z,,normal
2026-05-30T06:47:02Z,,normal
